id	name	industries	founded_date	num_employees	website	about
keen-directive	Keen Directive	Advertising, Brand Marketing, Consulting, Social Media, Web Development	NULL	1-10	https://www.keendirective.com/#who	Keen Directive is an advertising company that offers consulting, branding, social media, web development, and back office support services.
6wunderkinder	Wunderlist	Android, Apps, Cloud Computing, Collaboration, iOS, SaaS, Software, Task Management, Web Development	2010-09-01	51-100	https://www.wunderlist.com/home	Wunderlist is a cloud-based task management application.
allthings	Allthings	Real Estate, Smart Building, Social Media	2013-01-01	11-50	http://www.allthings.me	Allthings enables digital communication and interaction between property users, owners and property managers.
f6s	F6S	Collaboration, Software	2011-01-01	11-50	http://f6s.com	F6S is the world's largest platform for founders.
liv-labs	Liv Labs	Fitness, Health Care, Personal Health	2017-06-20	1-10	https://www.livlabsfitness.com	Liv Labs develops convenient and affordable solutions to improve pelvic floor fitness
vanqua-bio	Vanqua Bio	Biotechnology, Health Care, Medical	2019-01-01	11-50	https://www.vanquabio.com	Vanqua Bio is a biotechnology company that discovers and develops next-generation medicines for patients with neurodegenerative diseases.
eshares	Carta	Asset Management, Finance, Financial Services, FinTech, Impact Investing, SaaS, Software	2012-01-01	1001-5000	https://carta.com/	Carta is a global ownership management platform that helps companies, investors, and employees manage equity and ownership.
trive-617d	Trive	NULL	2017-01-01	NULL	https://trive.news/	Trive is a global decentralized truth discovery network.
artivest	Artivest	Financial Services, FinTech, Impact Investing, Wealth Management	2011-01-01	51-100	http://www.artivest.co	Artivest provides access at lower investment minimums to a select assortment of privately offered alternative investment funds.
microverse	Microverse	Education, Internet, Software	2017-01-01	101-250	https://www.microverse.org/	Microverse is an online school for remote software developers that costs nothing until getting the job.
eterniteam	EterniTeam	Financial Services	NULL	1-10	https://www.eterniteam.de	EterniTeam is an investment management company.
ensemblex	Ensemblex	Financial Services, FinTech	2015-01-01	1-10	https://www.ensemblex.com/	Ensemblex is the operating partner of fintechs to start, scale, and adapt their credit businesses.
articulate	Articulate	E-Learning, EdTech, Education, Software, Training	2002-01-01	251-500	http://www.articulate.com	Articulate develops a workplace training platform that provides online courses for management systems.
systemseeders-infotech-llp	SYSTEMSEEDERS INFOTECH LLP.	Android, Consulting, iOS, Marketing, Mobile, Software	2016-12-01	11-50	http://www.systemseeders.com	SystemSeeders have 10 years of experience in Web Development, Mobile Application Development and Digital Marketing.
ginetta-cars	Ginetta Cars	Automotive, Industrial Engineering, Manufacturing	1958-01-01	101-250	https://www.ginetta.com	Ginetta Cars is a race cars parts manufacturing company.
agiledirective	AgileDirective	Analytics, Consulting, Marketing	NULL	11-50	https://www.agiledirective.com	Agile Directive provides management consulting services.
obelis	Obelis	Consulting, Medical Device, Training	1998-01-01	101-250	https://www.obelis.net	Obelis is a consulting agency that focuses on regulatory, directive, and compliance strategy..
cellrox	Cellrox	Information Technology, Mobile, Software, Virtualization	2011-01-01	11-50	http://www.cellrox.com	Cellrox offers multi-personal solutions for smart mobile devices that enable two or more individuals to co-exist in one device.
voxer-llc	Voxer	Messaging, Mobile, Telecommunications	2007-01-01	11-50	http://www.voxer.com	Voxer is a powerful push-to-talk service that works worldwide on any iOS or Android device.
green-street-global-advisors	Green Street Global Advisors	NULL	1985-01-01	101-250	http://www.greenstreetadvisors.com	Green Street Global Advisors is a venture capital and private equity firm.
honor-2	Honor	Elder Care, Health Care, Home Health Care, Medical	2014-08-01	501-1000	http://joinhonor.com	Honor is a senior care network and technology platform that offers personalized care to improve the in-home care experience.
cyberpion	IONIX	Cloud Security, Computer, Cyber Security, Enterprise Software, Network Security	2017-01-01	51-100	https://www.ionix.io	IONIX is the attack surface management solution that uses Connective Intelligence.
federal-deposit-insurance-corporation	Federal Deposit Insurance Corporation	Association, Banking, Finance, Financial Services, Government, Insurance	1933-01-01	5001-10000	https://fdic.gov	Federal Deposit Insurance Corporation preserves and promotes public confidence in the U.S. financial system by insuring depositors.
benchprep	BenchPrep	Android, Education, iOS, SaaS, Skill Assessment, Software, Test and Measurement	2010-08-01	11-50	http://www.benchprep.com	BenchPrep offers a learner success platform to improve engagement and outcomes for learners.
fundly	Fundly	Crowdfunding, Education, Financial Services, Non Profit, Payments, Social Media	2009-03-01	11-50	http://www.fundly.com	Fundly is an online fundraising platform that empowers people to make a difference.
sendcloud	Sendcloud	E-Commerce, Logistics, Shipping	2012-10-16	101-250	https://www.sendcloud.com	SendCloud is an all-in-one shipping platform that connects online retailers to shipping carriers to save them time and money.
boundary-0852	BOUNDARY	Industrial, Industrial Manufacturing, Machinery Manufacturing, Manufacturing	1981-01-01	101-250	https://boundaryequipment.com	BOUNDARY manufactures and supplies equipment parts and products for the mining and industrial domain.
cled-infotech-llp	CLED Infotech LLP	Education, Software	2015-09-17	11-50	https://child1st.co.in	Child 1st is a SaaS based integrated school management software.
maze-design	Maze	Analytics, Computer, Product Design, Product Research, SaaS, Software, Usability Testing	2018-01-01	101-250	http://maze.co/	Maze is the continuous product discovery platform for user-centric teams.
xp-health	XP Health	Artificial Intelligence (AI), Employee Benefits, Health Care, Machine Learning	2018-11-01	11-50	http://xphealth.co	XP Health is an artificial intelligence-powered vision benefits platform for employees.
rayon	Rayon	Apps, Architecture, Interior Design, Software	2021-01-01	11-50	https://www.rayon.design/	Rayon is the fastest software to create perfect architectural drawings.
jiga-inc	Jiga	B2B, Manufacturing, Procurement, Software, Supply Chain Management	2020-03-01	11-50	https://www.jiga.io	Source parts. Fast, hassle-free, and cost-efficient.
candis	CANDIS	Accounting, Artificial Intelligence (AI), Financial Services, FinTech, SaaS, Software	2015-01-01	101-250	https://candis.io	CANDIS is Berlin-based company that offers an intelligent platform for automated accounting.
articul8-30ee	Articul8	Artificial Intelligence (AI), Software	2024-01-03	11-50	https://www.articul8.ai/	Articul8 operates as a Generative AI enterprise software.
boundary	Boundary	Cloud Computing, Enterprise Software, SaaS, Software	2010-12-01	11-50	http://www.boundary.com	Boundary is a consolidated operations management platform providing SaaS-based solutions for clients running apps and cloud infrastructures.
dare	Dare	Digital Media, Internet, Manufacturing	NULL	NULL	http://www.dareuk.com	Dare is manufacturers of the Ginetta G4, G12, DARE TG Sport and DZ for race or road use.
sqd-alliance-sp-z-o-o	SQD Alliance Sp. z o.o.	Consulting, Environmental Consulting, Health Care, Public Safety, Quality Assurance	2006-12-01	101-250	https://sqda.pl/	SQD Alliance provides services and solutions in the field of safety, environmental protection, health, IT solutions, and production support.
kinara-capital	Kinara Capital	Business Development, Finance, Financial Services, FinTech, Lending, Micro Lending, Social Entrepreneurship	2011-01-01	1001-5000	http://kinaracapital.com	Kinara Capital is a fintech company that specializes in providing access to capital for small and medium-sized enterprises.
bioptix-inc	Riot Blockchain	Bitcoin, Blockchain, Cryptocurrency	2000-01-01	501-1000	http://riotblockchain.com/	Riot Blockchain focuses on cryptocurrency mining of bitcoin.
alphy	Alphy	Artificial Intelligence (AI), Communications Infrastructure, Machine Learning, Software	2020-01-01	11-50	https://www.alphyco.com	Alphy is a technology company that provides artificial intelligence-powered communication tools for companies.
reale-mutua-assicurazioni	Reale Group	NULL	2018-01-01	1001-5000	http://www.realegroup.eu/EN/corporate/corporate-venturing	Reale Mutua Assicurazioni is one of the most important insurance company in Italy
physiq	Physiq	Analytics, Health Care, Predictive Analytics, Sensor, Wearables	2011-01-01	51-100	http://physiq.com	PhysIQ is a healthcare technology company that uses proprietary AI and wearable biosensors to monitor patients.
ethics-infotech-llp	Ethics Infotech LLP	CRM, Enterprise Resource Planning (ERP), Information Technology, Point of Sale, Software, Web Design, Web Development	2018-01-01	101-250	https://ethicsinfotech.in/	ETHICS Infotech, part of the Ethics Group of companies, is located in Vadodara and has industry expertise in various fields.
articulate-191f	Articulate	Events, Marketing, Public Relations	2015-01-01	11-50	https://www.toarticulate.com	Articulate is a strategic communications agency that offers media relations, events, and public relation services.
consultancy-nl	Consultancy.nl	Consulting, Industrial, Management Consulting	2009-01-01	11-50	http://www.consultancy.nl	Consultancy.nl focuses on management consultation for the consultant companies across the globe.
maze-348e	Maze	Events, Media and Entertainment, Photography	NULL	11-50	https://www.maze.de	Maze is a media production company that provides event production, broadcast, and videography services.
ginette	Ginette	Brewing, Organic, Wine And Spirits	2009-01-01	1-10	https://ginettebars.com/en	Ginette bar offers belgian organic beer and various kinds of wines and spirits.
derma-xp	Derma XP	Cosmetics, Health Care, Wholesale	2001-01-01	101-250	https://www.dermaxp.com	Derma XP offers dermatology-focused skincare products and e-commerce solutions for healthcare professionals.
sqd	SQD	Fitness, Sports	2015-01-01	1-10	http://www.sqdapp.com	SQD is a peer-pressure powered workout app that turns your friends into your personal trainer.
sqdm	SQDM	Artificial Intelligence (AI), Computer, CRM, Software	2005-01-01	101-250	https://sqdm.com/	SQDM provides consulting services in business process management, artificial intelligence, and CRM solutions services.
